Agency Name,Program Name,Populations Served,Agency Phone,Program Phone,Program Address 1,Program City,Program State,Program Zip,Program County,Program Region,Program Type Description,Program Category Description,Program Subcategory Description,Complete Address,lat,lon
GEEL Community Services Inc.,GEEL Grand Avenue NY NY III,Adults,(718)367-1900,Not Available,Not Reported,Not Reported,NY,Not Reported,Bronx,New York City,Supported/Single Room Occupancy (SRO),Residential,Unlicensed Housing,Not Reported Not Reported Bronx NY US Not Reported,"NA","NA"
GEEL Community Services Inc.,GEEL Scattered Supported Housing/Bronx - Comm. Svcs,Adults,(718)367-1900,Not Available,Not Reported,Not Reported,NY,Not Reported,Bronx,New York City,Supported Housing Community Services,Residential,Unlicensed Housing,Not Reported Not Reported Bronx NY US Not Reported,"NA","NA"
GEEL Community Services Inc.,GEEL Supported Housing/Bronx (NY/NY II) - Comm. Svcs,Adults,(718)367-1900,Not Available,Not Reported,Not Reported,NY,Not Reported,Bronx,New York City,Supported Housing Community Services,Residential,Unlicensed Housing,Not Reported Not Reported Bronx NY US Not Reported,"NA","NA"
GEEL Community Services Inc.,GEEL Supported Housing/East 182nd St. Bronx - Comm. Svcs,Adults,(718)367-1900,Not Available,Not Reported,Not Reported,NY,Not Reported,Bronx,New York City,Supported Housing Community Services,Residential,Unlicensed Housing,Not Reported Not Reported Bronx NY US Not Reported,"NA","NA"
GEEL Community Services Inc.,Grand Avenue Studio Apartments,Adults,(718)367-1900,Not Available,Not Reported,Not Reported,NY,Not Reported,Bronx,New York City,Supported/Single Room Occupancy (SRO),Residential,Unlicensed Housing,Not Reported Not Reported Bronx NY US Not Reported,"NA","NA"
Housing Options & Geriatric Assoc. Resources,HOGAR ARIEL,Adults,(718)742-7669,Not Available,Not Reported,Not Reported,NY,Not Reported,Bronx,New York City,Congregate/Treatment,Residential,Treatment Program,Not Reported Not Reported Bronx NY US Not Reported,"NA","NA"
Housing Options & Geriatric Assoc. Resources,HOGAR SH PC Long Stay Bronx PC/Bronx Cty-Comm Svcs,Adults,(718)742-7669,Not Available,Not Reported,Not Reported,NY,Not Reported,Bronx,New York City,Supported Housing Community Services,Residential,Unlicensed Housing,Not Reported Not Reported Bronx NY US Not Reported,"NA","NA"
Housing Options & Geriatric Assoc. Resources,HOGAR Supp Housing/RCE Bronx SH - Comm Svcs,Adults,(718)742-7669,Not Available,Not Reported,Not Reported,NY,Not Reported,Bronx,New York City,Supported Housing Community Services,Residential,Unlicensed Housing,Not Reported Not Reported Bronx NY US Not Reported,"NA","NA"
Housing Options & Geriatric Assoc. Resources,HOGAR Supported Housing/Bronx-Comm.Svcs.,Adults,(718)742-7669,Not Available,Not Reported,Not Reported,NY,Not Reported,Bronx,New York City,Supported Housing Community Services,Residential,Unlicensed Housing,Not Reported Not Reported Bronx NY US Not Reported,"NA","NA"
Housing Options & Geriatric Assoc. Resources,HOGAR Supported Housing/Bronx - NY/NY III-Comm. Svcs.,Adults,(718)742-7669,Not Available,Not Reported,Not Reported,NY,Not Reported,Bronx,New York City,Supported Housing Community Services,Residential,Unlicensed Housing,Not Reported Not Reported Bronx NY US Not Reported,"NA","NA"
Housing Options & Geriatric Assoc. Resources,HOGAR Supported Housing/PC Long Stay Bronx - Comm. Svcs.,Adults,(718)742-7669,Not Available,Not Reported,Not Reported,NY,Not Reported,Bronx,New York City,Supported Housing Community Services,Residential,Unlicensed Housing,Not Reported Not Reported Bronx NY US Not Reported,"NA","NA"
Institute for Community Living Inc.,(BF) ICL SH/Bronx Forensic - Comm. Svcs,Adults,(212)385-3030,Not Available,Not Reported,Not Reported,NY,Not Reported,Bronx,New York City,Supported Housing Community Services,Residential,Unlicensed Housing,Not Reported Not Reported Bronx NY US Not Reported,"NA","NA"
Institute for Community Living Inc.,(BX) ICL SH/Bronx-Comm. Svcs.,Adults,(212)385-3030,Not Available,Not Reported,Not Reported,NY,Not Reported,Bronx,New York City,Supported Housing Community Services,Residential,Unlicensed Housing,Not Reported Not Reported Bronx NY US Not Reported,"NA","NA"
Institute for Community Living Inc.,The Crotona CR SRO,Adults,(212)385-3030,Not Available,Not Reported,Not Reported,NY,Not Reported,Bronx,New York City,SRO Community Residence,Residential,Treatment Program,Not Reported Not Reported Bronx NY US Not Reported,"NA","NA"
Jericho Project,Fordham Village,Adults,(646)624-2341,Not Available,Not Reported,Not Reported,NY,Not Reported,Bronx,New York City,Supported/Single Room Occupancy (SRO),Residential,Unlicensed Housing,Not Reported Not Reported Bronx NY US Not Reported,"NA","NA"
Jericho Project,Jericho Scattered Site SP/SRO,Adults,(646)624-2341,Not Available,Not Reported,Not Reported,NY,Not Reported,Bronx,New York City,Supported/Single Room Occupancy (SRO),Residential,Unlicensed Housing,Not Reported Not Reported Bronx NY US Not Reported,"NA","NA"
Jericho Project,Jericho West Tremont Residence,Adults,(646)624-2341,Not Available,Not Reported,Not Reported,NY,Not Reported,Bronx,New York City,Supported/Single Room Occupancy (SRO),Residential,Unlicensed Housing,Not Reported Not Reported Bronx NY US Not Reported,"NA","NA"
Jericho Project,Kingsbridge Terrace,Adults,(646)624-2341,Not Available,Not Reported,Not Reported,NY,Not Reported,Bronx,New York City,Supported/Single Room Occupancy (SRO),Residential,Unlicensed Housing,Not Reported Not Reported Bronx NY US Not Reported,"NA","NA"
Jewish Board of Family & Children's Services,Bruner Avenue Community Residence,Children Adolescents,(212)582-9100,Not Available,Not Reported,Not Reported,NY,Not Reported,Bronx,New York City,Children & Youth Community Residence,Residential,Treatment Program,Not Reported Not Reported Bronx NY US Not Reported,"NA","NA"
Jewish Board of Family & Children's Services,Burnside Community Residence,Adults,(212)582-9100,Not Available,Not Reported,Not Reported,NY,Not Reported,Bronx,New York City,Congregate/Treatment,Residential,Treatment Program,Not Reported Not Reported Bronx NY US Not Reported,"NA","NA"
Jewish Board of Family & Children's Services,JBFCS Bronx Apartment Program,Adults,(212)582-9100,Not Available,Not Reported,Not Reported,NY,Not Reported,Bronx,New York City,Apartment/Treatment,Residential,Treatment Program,Not Reported Not Reported Bronx NY US Not Reported,"NA","NA"
Jewish Board of Family & Children's Services,JBFCS Henry Ittleson Community Residence I,Children Adolescents,(212)582-9100,Not Available,Not Reported,Not Reported,NY,Not Reported,Bronx,New York City,Children & Youth Community Residence,Residential,Treatment Program,Not Reported Not Reported Bronx NY US Not Reported,"NA","NA"
Jewish Board of Family & Children's Services,JBFCS Supp Housing/NYNY III Bronx - Comm Svcs,Adults,(212)582-9100,Not Available,Not Reported,Not Reported,NY,Not Reported,Bronx,New York City,Supported Housing Community Services,Residential,Unlicensed Housing,Not Reported Not Reported Bronx NY US Not Reported,"NA","NA"
Jewish Board of Family & Children's Services,JBFCS Supp Housing/PC Long Stay Bronx - Comm Svcs,Adults,(212)582-9100,Not Available,Not Reported,Not Reported,NY,Not Reported,Bronx,New York City,Supported Housing Community Services,Residential,Unlicensed Housing,Not Reported Not Reported Bronx NY US Not Reported,"NA","NA"
Jewish Board of Family & Children's Services,JBFCS - Supported Housing - Bronx - Comm. Svcs,Adults,(212)582-9100,Not Available,Not Reported,Not Reported,NY,Not Reported,Bronx,New York City,Supported Housing Community Services,Residential,Unlicensed Housing,Not Reported Not Reported Bronx NY US Not Reported,"NA","NA"
Jewish Board of Family & Children's Services,Kingsbridge Road CR/SRO,Adults,(212)582-9100,Not Available,Not Reported,Not Reported,NY,Not Reported,Bronx,New York City,SRO Community Residence,Residential,Treatment Program,Not Reported Not Reported Bronx NY US Not Reported,"NA","NA"
Jewish Board of Family & Children's Services,Westchester Avenue Community Residence,Children Adolescents,(212)582-9100,Not Available,Not Reported,Not Reported,NY,Not Reported,Bronx,New York City,Children & Youth Community Residence,Residential,Treatment Program,Not Reported Not Reported Bronx NY US Not Reported,"NA","NA"
Jewish Board of Family & Children's Services,White Plains Road CR/SRO,Adults,(212)582-9100,Not Available,Not Reported,Not Reported,NY,Not Reported,Bronx,New York City,SRO Community Residence,Residential,Treatment Program,Not Reported Not Reported Bronx NY US Not Reported,"NA","NA"
Lantern Community Services,Jasper Hall (Families),Adults,(212)398-3073,Not Available,Not Reported,Not Reported,NY,Not Reported,Bronx,New York City,Supported/Single Room Occupancy (SRO),Residential,Unlicensed Housing,Not Reported Not Reported Bronx NY US Not Reported,"NA","NA"
Lantern Community Services,Jasper Hall - Young Adults,Adults,(212)398-3073,Not Available,Not Reported,Not Reported,NY,Not Reported,Bronx,New York City,Supported/Single Room Occupancy (SRO),Residential,Unlicensed Housing,Not Reported Not Reported Bronx NY US Not Reported,"NA","NA"
Lantern Community Services,Lindenguild Hall,Adults,(212)398-3073,Not Available,Not Reported,Not Reported,NY,Not Reported,Bronx,New York City,Supported/Single Room Occupancy (SRO),Residential,Unlicensed Housing,Not Reported Not Reported Bronx NY US Not Reported,"NA","NA"
Lower East Side Service Center Inc.,Lower Eastside Service Center Inc. - DOHMH,Adults,(212)566-5372,Not Available,Not Reported,Not Reported,NY,Not Reported,Bronx,New York City,Supported/Single Room Occupancy (SRO),Residential,Unlicensed Housing,Not Reported Not Reported Bronx NY US Not Reported,"NA","NA"
Lower East Side Service Center Inc.,Lower Eastside Service Center Inc. - Franklin Avenue DOHMH,Adults,(212)566-5372,Not Available,Not Reported,Not Reported,NY,Not Reported,Bronx,New York City,Supported/Single Room Occupancy (SRO),Residential,Unlicensed Housing,Not Reported Not Reported Bronx NY US Not Reported,"NA","NA"
Lutheran Social Services of Metro New York,St. John's Community HDFC,Adults,(212)870-1100,Not Available,Not Reported,Not Reported,NY,Not Reported,Bronx,New York City,Supported/Single Room Occupancy (SRO),Residential,Unlicensed Housing,Not Reported Not Reported Bronx NY US Not Reported,"NA","NA"
Lutheran Social Services of Metro New York,St. John's II LP,Adults,(212)870-1100,Not Available,Not Reported,Not Reported,NY,Not Reported,Bronx,New York City,Supported/Single Room Occupancy (SRO),Residential,Unlicensed Housing,Not Reported Not Reported Bronx NY US Not Reported,"NA","NA"
Neighborhood Coalition for Shelter Inc.,Louis Nine House,Adults,(212)537-5100,Not Available,Not Reported,Not Reported,NY,Not Reported,Bronx,New York City,Supported/Single Room Occupancy (SRO),Residential,Unlicensed Housing,Not Reported Not Reported Bronx NY US Not Reported,"NA","NA"
Odyssey House Inc.,161st Street - Tinton Avenue,Adults,(212)361-1600,Not Available,Not Reported,Not Reported,NY,Not Reported,Bronx,New York City,Supported/Single Room Occupancy (SRO),Residential,Unlicensed Housing,Not Reported Not Reported Bronx NY US Not Reported,"NA","NA"
Odyssey House Inc.,Odyssey House Supported Housing/Bronx - NY/NY III-Comm. Svcs,Adults,(212)361-1600,Not Available,Not Reported,Not Reported,NY,Not Reported,Bronx,New York City,Supported Housing Community Services,Residential,Unlicensed Housing,Not Reported Not Reported Bronx NY US Not Reported,"NA","NA"
Odyssey House Inc.,Soundview,Adults,(212)361-1600,Not Available,Not Reported,Not Reported,NY,Not Reported,Bronx,New York City,Supported/Single Room Occupancy (SRO),Residential,Unlicensed Housing,Not Reported Not Reported Bronx NY US Not Reported,"NA","NA"
Phipps Community Development Corporation,Honeywell Residence Supported Housing,Adults,(212)243-9090,Not Available,Not Reported,Not Reported,NY,Not Reported,Bronx,New York City,Supported/Single Room Occupancy (SRO),Residential,Unlicensed Housing,Not Reported Not Reported Bronx NY US Not Reported,"NA","NA"
Phipps Community Development Corporation,Phipps Cortlandt Avenue SP/SRO,Adults,(212)243-9090,Not Available,Not Reported,Not Reported,NY,Not Reported,Bronx,New York City,Supported/Single Room Occupancy (SRO),Residential,Unlicensed Housing,Not Reported Not Reported Bronx NY US Not Reported,"NA","NA"
PIBLY Residential Programs Inc.,PIBLY Apartment Treatment Program,Adults,(718)863-4100,Not Available,Not Reported,Not Reported,NY,Not Reported,Bronx,New York City,Apartment/Treatment,Residential,Treatment Program,Not Reported Not Reported Bronx NY US Not Reported,"NA","NA"
PIBLY Residential Programs Inc.,PIBLY Kizzy House,Adults,(718)863-4100,Not Available,Not Reported,Not Reported,NY,Not Reported,Bronx,New York City,SRO Community Residence,Residential,Treatment Program,Not Reported Not Reported Bronx NY US Not Reported,"NA","NA"
PIBLY Residential Programs Inc.,Pibly NYC DOHMH NY/NY I - Access Houses Supported SRO,Adults,(718)863-4100,Not Available,Not Reported,Not Reported,NY,Not Reported,Bronx,New York City,Supported/Single Room Occupancy (SRO),Residential,Unlicensed Housing,Not Reported Not Reported Bronx NY US Not Reported,"NA","NA"
PIBLY Residential Programs Inc.,PIBLY Overing House,Adults,(718)863-4100,Not Available,Not Reported,Not Reported,NY,Not Reported,Bronx,New York City,Congregate/Treatment,Residential,Treatment Program,Not Reported Not Reported Bronx NY US Not Reported,"NA","NA"
PIBLY Residential Programs Inc.,PIBLY Rosebud Residence,Adults,(718)863-4100,Not Available,Not Reported,Not Reported,NY,Not Reported,Bronx,New York City,Congregate/Treatment,Residential,Treatment Program,Not Reported Not Reported Bronx NY US Not Reported,"NA","NA"
PIBLY Residential Programs Inc.,Pibly SH/Bronx NY NY III - Comm Svcs,Adults,(718)863-4100,Not Available,Not Reported,Not Reported,NY,Not Reported,Bronx,New York City,Supported Housing Community Services,Residential,Unlicensed Housing,Not Reported Not Reported Bronx NY US Not Reported,"NA","NA"
PIBLY Residential Programs Inc.,Pibly Supp Hsing/PC Long Stay Bronx - Comm Svcs,Adults,(718)863-4100,Not Available,Not Reported,Not Reported,NY,Not Reported,Bronx,New York City,Supported Housing Community Services,Residential,Unlicensed Housing,Not Reported Not Reported Bronx NY US Not Reported,"NA","NA"
PIBLY Residential Programs Inc.,Pibly Supported Housing/Adult Homes Bronx - Comm Svcs,Adults,(718)863-4100,Not Available,Not Reported,Not Reported,NY,Not Reported,Bronx,New York City,Supported Housing Community Services,Residential,Unlicensed Housing,Not Reported Not Reported Bronx NY US Not Reported,"NA","NA"
PIBLY Residential Programs Inc.,Pibly Supported Housing/Bronx-Comm.Svcs.,Adults,(718)863-4100,Not Available,Not Reported,Not Reported,NY,Not Reported,Bronx,New York City,Supported Housing Community Services,Residential,Unlicensed Housing,Not Reported Not Reported Bronx NY US Not Reported,"NA","NA"
Postgraduate Center for Mental Health Inc.,Bronx Park East SP/SRO,Adults,(212)889-5500,Not Available,Not Reported,Not Reported,NY,Not Reported,Bronx,New York City,Supported/Single Room Occupancy (SRO),Residential,Unlicensed Housing,Not Reported Not Reported Bronx NY US Not Reported,"NA","NA"
Postgraduate Center for Mental Health Inc.,Crotona Park SP/SRO,Adults,(212)889-5500,Not Available,Not Reported,Not Reported,NY,Not Reported,Bronx,New York City,Supported/Single Room Occupancy (SRO),Residential,Unlicensed Housing,Not Reported Not Reported Bronx NY US Not Reported,"NA","NA"
Postgraduate Center for Mental Health Inc.,Echo Place SP/SRO,Adults,(212)889-5500,Not Available,Not Reported,Not Reported,NY,Not Reported,Bronx,New York City,Supported/Single Room Occupancy (SRO),Residential,Unlicensed Housing,Not Reported Not Reported Bronx NY US Not Reported,"NA","NA"
Postgraduate Center for Mental Health Inc.,Hull Ave,Adults,(212)889-5500,Not Available,Not Reported,Not Reported,NY,Not Reported,Bronx,New York City,Supported/Single Room Occupancy (SRO),Residential,Unlicensed Housing,Not Reported Not Reported Bronx NY US Not Reported,"NA","NA"
Postgraduate Center for Mental Health Inc.,Postgrad Supp Housing/High Needs SH Bronx-Comm Svcs,Adults,(212)889-5500,Not Available,Not Reported,Not Reported,NY,Not Reported,Bronx,New York City,Supported Housing Community Services,Residential,Unlicensed Housing,Not Reported Not Reported Bronx NY US Not Reported,"NA","NA"
